order_id,order_date,ship_date,ship_mode,customer_id,country,city,state,postal_code,region
CA-2015-119942,2015-04-05,2015-04-07,First Class,TT-21070,United States,Philadelphia,Pennsylvania,19120,East
CA-2015-151547,2015-01-17,2015-01-23,Standard Class,AH-10465,United States,Bartlett,Tennessee,38134,South
CA-2017-166695,2017-05-20,2017-05-24,Standard Class,CC-12430,United States,Lakewood,California,90712,West
CA-2017-167542,2017-08-13,2017-08-20,Standard Class,KD-16495,United States,Philadelphia,Pennsylvania,19120,East
CA-2015-120901,2015-12-31,2016-01-04,Standard Class,BG-11035,United States,Austin,Texas,78745,Central
CA-2017-121398,2017-12-25,2017-12-29,Standard Class,FH-14365,United States,Los Angeles,California,90008,West
CA-2016-151561,2016-09-01,2016-09-07,Standard Class,PG-18820,United States,New York City,New York,10011,East
CA-2017-154676,2017-08-05,2017-08-08,First Class,NZ-18565,United States,Houston,Texas,77070,Central
US-2014-165589,2014-02-18,2014-02-18,Same Day,TB-21595,United States,Lubbock,Texas,79424,Central
US-2016-132577,2016-11-22,2016-11-27,Standard Class,JE-15475,United States,Houston,Texas,77095,Central
CA-2015-114048,2015-12-14,2015-12-18,Standard Class,EH-13945,United States,Costa Mesa,California,92627,West
CA-2015-137281,2015-06-13,2015-06-17,Standard Class,BF-10975,United States,Roswell,Georgia,30076,South
US-2017-162068,2017-12-28,2017-12-31,Second Class,PC-18745,United States,Loveland,Colorado,80538,West
CA-2017-100111,2017-09-20,2017-09-26,Standard Class,SV-20365,United States,New York City,New York,10035,East
US-2017-132381,2017-08-22,2017-08-24,First Class,Dp-13240,United States,Philadelphia,Pennsylvania,19143,East
CA-2015-147011,2015-06-18,2015-06-22,Standard Class,HR-14830,United States,Miami,Florida,33178,South
CA-2014-120852,2014-12-20,2014-12-25,Standard Class,WB-21850,United States,Grand Prairie,Texas,75051,Central
CA-2016-150007,2016-09-11,2016-09-16,Standard Class,AS-10090,United States,Chicago,Illinois,60653,Central
CA-2016-124590,2016-11-12,2016-11-16,Standard Class,SP-20920,United States,Parma,Ohio,44134,East
CA-2016-133802,2016-03-14,2016-03-20,Standard Class,SP-20650,United States,Redwood City,California,94061,West
US-2016-113677,2016-11-13,2016-11-19,Standard Class,CM-12655,United States,New York City,New York,10011,East
CA-2017-143378,2017-09-19,2017-09-25,Standard Class,JR-16210,United States,Springfield,Oregon,97477,West
CA-2017-152660,2017-12-04,2017-12-09,Standard Class,CB-12415,United States,Chicago,Illinois,60610,Central
CA-2015-142139,2015-08-31,2015-09-05,Standard Class,SD-20485,United States,Bedford,Texas,76021,Central
CA-2017-145772,2017-06-03,2017-06-07,Standard Class,SS-20140,United States,Los Angeles,California,90036,West
CA-2016-124100,2016-03-31,2016-04-06,Standard Class,EH-13990,United States,New York City,New York,10009,East
US-2014-158400,2014-10-25,2014-10-28,First Class,AH-10030,United States,San Francisco,California,94109,West
CA-2017-162033,2017-03-26,2017-04-02,Standard Class,EM-14200,United States,Virginia Beach,Virginia,23464,South
CA-2014-163447,2014-12-27,2014-12-31,Standard Class,TB-21190,United States,New York City,New York,10011,East
CA-2017-145737,2017-09-15,2017-09-20,Standard Class,AB-10165,United States,Lebanon,Tennessee,37087,South
CA-2016-148096,2016-08-16,2016-08-19,First Class,AO-10810,United States,Los Angeles,California,90045,West
CA-2016-146766,2016-11-04,2016-11-04,Same Day,TT-21220,United States,Chula Vista,California,91911,West
CA-2015-105613,2015-10-18,2015-10-22,Standard Class,KN-16705,United States,Mcallen,Texas,78501,Central
US-2016-142251,2016-10-31,2016-11-04,Second Class,FO-14305,United States,Hollywood,Florida,33021,South
CA-2014-131247,2014-03-30,2014-04-04,Standard Class,GA-14725,United States,San Francisco,California,94110,West
US-2015-113593,2015-04-18,2015-04-20,First Class,NC-18415,United States,Santa Maria,California,93454,West
CA-2017-121083,2017-07-09,2017-07-15,Standard Class,JF-15190,United States,Manchester,Connecticut,6040,East
CA-2017-151190,2017-06-27,2017-07-01,Standard Class,GT-14710,United States,Omaha,Nebraska,68104,Central
CA-2014-133543,2014-12-22,2014-12-26,Standard Class,KM-16660,United States,San Jose,California,95123,West
CA-2017-105130,2017-11-21,2017-11-25,Standard Class,PJ-18835,United States,San Francisco,California,94122,West
CA-2016-161928,2016-06-27,2016-06-29,Second Class,AC-10660,United States,San Francisco,California,94109,West
CA-2017-101322,2017-12-28,2017-12-31,First Class,JG-15310,United States,Long Beach,California,90805,West
US-2016-106600,2016-04-08,2016-04-11,First Class,RM-19375,United States,Columbus,Georgia,31907,South
CA-2014-111871,2014-03-18,2014-03-21,Second Class,EK-13795,United States,San Francisco,California,94110,West
CA-2017-139437,2017-07-03,2017-07-08,Standard Class,RD-19585,United States,Los Angeles,California,90004,West
CA-2017-151484,2017-04-20,2017-04-23,First Class,CV-12805,United States,Philadelphia,Pennsylvania,19120,East
CA-2016-104150,2016-08-03,2016-08-05,Second Class,AG-10330,United States,Tulsa,Oklahoma,74133,Central
CA-2016-161025,2016-12-03,2016-12-09,Standard Class,GM-14440,United States,Los Angeles,California,90049,West
CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,United States,Lakeland,Florida,33801,South
CA-2015-142433,2015-04-20,2015-04-25,Standard Class,ES-14020,United States,Houston,Texas,77036,Central
CA-2015-132815,2015-09-19,2015-09-22,Second Class,RW-19540,United States,Los Angeles,California,90008,West
CA-2014-101266,2014-08-27,2014-08-30,Second Class,MM-17920,United States,Springfield,Virginia,22153,South
CA-2016-141523,2016-12-19,2016-12-24,Second Class,MH-17440,United States,New York City,New York,10035,East
US-2014-106299,2014-08-02,2014-08-08,Standard Class,NZ-18565,United States,Springfield,Missouri,65807,Central
CA-2015-158421,2015-09-21,2015-09-26,Standard Class,GB-14575,United States,Columbia,South Carolina,29203,South
CA-2016-143609,2016-12-11,2016-12-13,First Class,DB-13270,United States,Portland,Oregon,97206,West
CA-2015-138331,2015-08-07,2015-08-12,Standard Class,JK-15625,United States,Philadelphia,Pennsylvania,19120,East
CA-2015-138954,2015-11-15,2015-11-17,First Class,MH-17785,United States,New York City,New York,10035,East
CA-2017-157903,2017-04-04,2017-04-08,Standard Class,AM-10705,United States,Des Plaines,Illinois,60016,Central
CA-2016-157259,2016-12-24,2016-12-28,Standard Class,JM-15535,United States,New York City,New York,10035,East
CA-2017-107986,2017-12-13,2017-12-13,Same Day,MW-18220,United States,Seattle,Washington,98103,West
CA-2017-104927,2017-12-22,2017-12-26,Standard Class,AG-10330,United States,Houston,Texas,77095,Central
CA-2017-113453,2017-10-21,2017-10-28,Standard Class,CM-12160,United States,Philadelphia,Pennsylvania,19143,East
CA-2015-149909,2015-11-13,2015-11-17,Standard Class,RA-19915,United States,Columbus,Indiana,47201,Central
CA-2015-146675,2015-04-16,2015-04-20,Standard Class,SB-20185,United States,Evanston,Illinois,60201,Central
CA-2016-118332,2016-12-16,2016-12-23,Standard Class,PK-19075,United States,Apple Valley,California,92307,West
CA-2016-133669,2016-10-21,2016-10-27,Standard Class,SV-20935,United States,Columbus,Ohio,43229,East
CA-2017-145660,2017-12-01,2017-12-03,First Class,MG-17650,United States,Marion,Ohio,43302,East
CA-2016-133697,2016-10-20,2016-10-24,Second Class,CM-12445,United States,Houston,Texas,77095,Central
CA-2017-148138,2017-09-29,2017-10-03,Standard Class,ME-18010,United States,Marion,Ohio,43302,East
CA-2017-119809,2017-08-18,2017-08-25,Standard Class,YS-21880,United States,Seattle,Washington,98103,West
CA-2017-149944,2017-11-12,2017-11-16,Second Class,MB-17305,United States,Longview,Washington,98632,West
CA-2014-128538,2014-10-11,2014-10-15,Standard Class,AS-10240,United States,Redondo Beach,California,90278,West
CA-2015-161711,2015-11-28,2015-12-03,Standard Class,MC-17425,United States,New York City,New York,10035,East
US-2015-129553,2015-07-27,2015-08-02,Standard Class,PG-18820,United States,Louisville,Kentucky,40214,South
CA-2016-160220,2016-10-20,2016-10-26,Standard Class,JS-16030,United States,Trenton,Michigan,48183,Central
US-2017-157224,2017-09-14,2017-09-18,Second Class,JB-16000,United States,Los Angeles,California,90045,West
CA-2017-140627,2017-12-23,2017-12-27,Standard Class,DK-12985,United States,Hendersonville,Tennessee,37075,South
CA-2015-133445,2015-10-05,2015-10-09,Standard Class,JF-15490,United States,Portland,Oregon,97206,West
CA-2014-148782,2014-11-02,2014-11-07,Standard Class,PO-18850,United States,Irving,Texas,75061,Central
CA-2016-148208,2016-01-22,2016-01-27,Standard Class,BT-11530,United States,Cleveland,Ohio,44105,East
CA-2017-127656,2017-07-11,2017-07-17,Standard Class,NW-18400,United States,Waterloo,Iowa,50701,Central
US-2017-142188,2017-09-11,2017-09-11,Same Day,JF-15415,United States,Seattle,Washington,98105,West
CA-2016-144400,2016-02-23,2016-02-27,Standard Class,AC-10420,United States,Philadelphia,Pennsylvania,19120,East
US-2016-155180,2016-01-22,2016-01-29,Standard Class,TB-21280,United States,New York City,New York,10009,East
CA-2015-134075,2015-12-12,2015-12-16,Standard Class,HA-14905,United States,San Jose,California,95123,West
US-2016-131912,2016-10-29,2016-11-01,Second Class,LH-17155,United States,Los Angeles,California,90008,West
CA-2017-141572,2017-05-28,2017-05-31,Second Class,LO-17170,United States,Concord,New Hampshire,3301,East
CA-2014-134621,2014-12-21,2014-12-28,Standard Class,DP-13390,United States,Columbia,Tennessee,38401,South
CA-2016-165561,2016-11-24,2016-11-28,Standard Class,CR-12580,United States,Bellevue,Washington,98006,West
CA-2015-112305,2015-11-20,2015-11-25,Standard Class,KB-16405,United States,Seattle,Washington,98105,West
CA-2017-121580,2017-05-29,2017-06-04,Standard Class,ML-17410,United States,Columbus,Indiana,47201,Central
CA-2014-101147,2014-12-02,2014-12-04,First Class,MC-17575,United States,Chicago,Illinois,60623,Central
CA-2014-165806,2014-04-07,2014-04-07,Same Day,VM-21685,United States,Marietta,Georgia,30062,South
CA-2015-151624,2015-09-08,2015-09-14,Standard Class,VW-21775,United States,Montgomery,Alabama,36116,South
CA-2017-139444,2017-09-09,2017-09-15,Standard Class,GK-14620,United States,Plano,Texas,75023,Central
CA-2015-133977,2015-09-06,2015-09-08,Second Class,AT-10435,United States,Tamarac,Florida,33319,South
CA-2017-141425,2017-11-02,2017-11-06,Second Class,AR-10825,United States,Columbus,Ohio,43229,East
CA-2015-133536,2015-03-28,2015-03-30,Second Class,JH-15820,United States,New York City,New York,10009,East
CA-2015-150441,2015-08-13,2015-08-17,Second Class,RA-19285,United States,Richmond,Indiana,47374,Central
CA-2015-162607,2015-05-12,2015-05-18,Standard Class,RO-19780,United States,Seattle,Washington,98115,West
CA-2017-103506,2017-07-23,2017-07-27,Standard Class,LR-17035,United States,Long Beach,New York,11561,East
CA-2016-132479,2016-09-24,2016-09-26,First Class,MK-17905,United States,Rockford,Illinois,61107,Central
CA-2017-160724,2017-05-05,2017-05-10,Standard Class,YS-21880,United States,Columbus,Georgia,31907,South
US-2016-115952,2016-10-06,2016-10-06,Same Day,JH-15910,United States,Tulsa,Oklahoma,74133,Central
CA-2014-146731,2014-11-03,2014-11-08,Standard Class,AT-10735,United States,Nashville,Tennessee,37211,South
CA-2015-115392,2015-10-01,2015-10-04,Second Class,RM-19675,United States,Cambridge,Massachusetts,2138,East
CA-2017-102379,2017-12-02,2017-12-06,Standard Class,BB-11545,United States,Oakland,California,94601,West
CA-2017-149706,2017-12-11,2017-12-12,First Class,AS-10285,United States,Palatine,Illinois,60067,Central
US-2016-139087,2016-07-17,2016-07-22,Second Class,DK-13375,United States,Seattle,Washington,98105,West
CA-2017-152226,2017-05-12,2017-05-16,Standard Class,JH-15910,United States,Cincinnati,Ohio,45231,East
CA-2015-116484,2015-11-20,2015-11-26,Standard Class,JK-15205,United States,Marion,Ohio,43302,East
CA-2016-100944,2016-09-24,2016-09-28,Standard Class,EH-13765,United States,Los Angeles,California,90049,West
CA-2016-125080,2016-10-21,2016-10-26,Standard Class,VW-21775,United States,Lakewood,Ohio,44107,East
CA-2016-121020,2016-10-24,2016-10-31,Standard Class,CG-12040,United States,Lebanon,Tennessee,37087,South
CA-2014-100090,2014-07-08,2014-07-12,Standard Class,EB-13705,United States,San Francisco,California,94122,West
US-2015-139675,2015-03-13,2015-03-18,Second Class,NF-18595,United States,Chico,California,95928,West
CA-2017-143756,2017-12-02,2017-12-05,First Class,ME-17725,United States,Salem,Virginia,24153,South
CA-2015-151253,2015-04-22,2015-04-26,Standard Class,AZ-10750,United States,Los Angeles,California,90008,West
CA-2014-141152,2014-09-16,2014-09-19,First Class,RF-19345,United States,New York City,New York,10024,East
CA-2014-141313,2014-12-28,2015-01-01,Standard Class,AJ-10780,United States,Beverly,Massachusetts,1915,East
CA-2014-169852,2014-10-21,2014-10-26,Standard Class,SF-20965,United States,San Diego,California,92024,West
CA-2017-107314,2017-11-30,2017-12-03,First Class,MZ-17335,United States,San Francisco,California,94109,West
US-2014-161305,2014-06-06,2014-06-12,Standard Class,SB-20170,United States,Chicago,Illinois,60623,Central
CA-2017-166919,2017-11-23,2017-11-27,Standard Class,AH-10210,United States,Dallas,Texas,75220,Central
CA-2017-162712,2017-06-18,2017-06-20,Second Class,NK-18490,United States,Corpus Christi,Texas,78415,Central
CA-2017-107552,2017-05-05,2017-05-05,Same Day,AI-10855,United States,New York City,New York,10035,East
CA-2016-163328,2016-11-04,2016-11-06,Second Class,TP-21565,United States,Eugene,Oregon,97405,West
CA-2014-112837,2014-09-11,2014-09-16,Standard Class,LW-17125,United States,Oxnard,California,93030,West
CA-2017-120019,2017-02-16,2017-02-21,Standard Class,NG-18355,United States,Fairfield,Connecticut,6824,East
CA-2014-100762,2014-11-24,2014-11-29,Standard Class,NG-18355,United States,Jackson,Michigan,49201,Central
CA-2017-161459,2017-11-25,2017-11-29,Second Class,EB-13750,United States,Laguna Niguel,California,92677,West
CA-2017-160017,2017-09-28,2017-10-02,Standard Class,SP-20860,United States,Jacksonville,Florida,32216,South
CA-2014-123316,2014-10-13,2014-10-17,Standard Class,SP-20545,United States,Mount Vernon,New York,10550,East
CA-2014-141299,2014-06-03,2014-06-07,Second Class,RB-19795,United States,Midland,Michigan,48640,Central
CA-2014-104402,2014-06-17,2014-06-23,Standard Class,DB-13660,United States,Newark,Delaware,19711,East
CA-2015-110289,2015-10-29,2015-11-02,Standard Class,NB-18655,United States,San Francisco,California,94109,West
CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,United States,Westland,Michigan,48185,Central
CA-2014-133305,2014-07-11,2014-07-15,Standard Class,MH-17455,United States,New York City,New York,10011,East
CA-2016-165995,2016-08-30,2016-09-06,Standard Class,BG-11740,United States,Los Angeles,California,90008,West
CA-2017-143112,2017-10-05,2017-10-09,Standard Class,TS-21370,United States,New York City,New York,10035,East
US-2017-105830,2016-12-31,2017-01-02,First Class,DB-13660,United States,Lancaster,Ohio,43130,East
CA-2015-146255,2015-03-07,2015-03-10,First Class,EM-14140,United States,Newark,Delaware,19711,East
CA-2017-104822,2017-10-20,2017-10-20,Same Day,RB-19465,United States,New York City,New York,10024,East
CA-2015-104486,2015-05-01,2015-05-06,Standard Class,PO-18850,United States,San Francisco,California,94109,West
CA-2017-161557,2017-09-03,2017-09-08,Standard Class,AG-10900,United States,Dallas,Texas,75217,Central
CA-2017-161130,2017-11-03,2017-11-08,Standard Class,BF-11275,United States,Miami,Florida,33178,South
US-2015-161347,2015-09-13,2015-09-19,Standard Class,HG-14845,United States,Philadelphia,Pennsylvania,19120,East
US-2015-109015,2015-09-06,2015-09-12,Standard Class,BS-11590,United States,New York City,New York,10011,East
CA-2014-110611,2014-10-06,2014-10-13,Standard Class,JD-16015,United States,Philadelphia,Pennsylvania,19120,East
CA-2017-139080,2017-01-23,2017-01-28,Standard Class,CS-12250,United States,Seattle,Washington,98103,West
CA-2015-115693,2015-12-10,2015-12-15,Standard Class,FC-14245,United States,Los Angeles,California,90032,West
US-2014-107993,2014-11-25,2014-11-30,Standard Class,SE-20110,United States,Springfield,Oregon,97477,West
CA-2017-110443,2017-11-21,2017-11-25,Standard Class,CK-12205,United States,Renton,Washington,98059,West
CA-2017-144848,2017-04-04,2017-04-05,First Class,DS-13030,United States,New York City,New York,10009,East
US-2017-147998,2017-05-19,2017-05-24,Standard Class,SA-20830,United States,San Jose,California,95123,West
CA-2016-103919,2016-10-03,2016-10-07,Standard Class,TP-21565,United States,Grand Prairie,Texas,75051,Central
CA-2016-113425,2016-11-21,2016-11-21,Same Day,JK-16120,United States,New York City,New York,10009,East
CA-2017-143035,2017-10-03,2017-10-05,Second Class,CC-12430,United States,New York City,New York,10009,East
CA-2014-107811,2014-04-29,2014-05-03,Standard Class,LA-16780,United States,Memphis,Tennessee,38109,South
CA-2016-163216,2016-10-07,2016-10-10,First Class,AW-10930,United States,Philadelphia,Pennsylvania,19143,East
US-2016-116442,2016-12-15,2016-12-22,Standard Class,BP-11230,United States,Los Angeles,California,90004,West
CA-2017-150623,2017-04-10,2017-04-14,Standard Class,DB-13360,United States,Waterbury,Connecticut,6708,East
US-2014-163797,2014-04-08,2014-04-13,Standard Class,PC-19000,United States,Chandler,Arizona,85224,West
CA-2016-127236,2016-03-29,2016-04-02,Standard Class,TB-21595,United States,Springfield,Ohio,45503,East
US-2017-104661,2017-01-15,2017-01-18,First Class,TB-21250,United States,Austin,Texas,78745,Central
CA-2014-134103,2014-01-30,2014-02-04,Standard Class,MV-18190,United States,Detroit,Michigan,48234,Central
CA-2015-147529,2015-02-07,2015-02-11,Standard Class,DK-12835,United States,Springfield,Virginia,22153,South
CA-2016-129126,2016-12-14,2016-12-19,Standard Class,PK-19075,United States,New York City,New York,10011,East
CA-2017-131632,2017-10-31,2017-11-04,Standard Class,AH-10120,United States,Dallas,Texas,75217,Central
CA-2017-151981,2017-08-06,2017-08-12,Standard Class,GM-14455,United States,Concord,New Hampshire,3301,East
CA-2017-125472,2017-05-30,2017-05-31,First Class,BD-11725,United States,Lafayette,Louisiana,70506,South
CA-2015-156328,2015-11-30,2015-12-05,Standard Class,RM-19375,United States,Raleigh,North Carolina,27604,South
CA-2017-154074,2017-08-31,2017-09-02,Second Class,BW-11110,United States,Spokane,Washington,99207,West
CA-2017-161774,2017-05-14,2017-05-15,First Class,GT-14710,United States,Houston,Texas,77041,Central
CA-2017-151211,2017-08-17,2017-08-23,Standard Class,AH-10120,United States,Louisville,Kentucky,40214,South
CA-2017-142671,2017-11-10,2017-11-14,Second Class,DR-12940,United States,Hollywood,Florida,33021,South
CA-2017-144750,2017-08-21,2017-08-21,Same Day,DL-13495,United States,Chandler,Arizona,85224,West
CA-2016-111976,2016-03-08,2016-03-12,Standard Class,BD-11620,United States,Philadelphia,Pennsylvania,19120,East
CA-2016-140130,2016-10-31,2016-11-05,Standard Class,HW-14935,United States,Tulsa,Oklahoma,74133,Central
CA-2014-159121,2014-07-26,2014-08-01,Standard Class,JO-15145,United States,Draper,Utah,84020,West
CA-2015-149650,2015-10-24,2015-10-27,First Class,RD-19660,United States,Oakland,California,94601,West
CA-2017-115777,2017-08-19,2017-08-24,Standard Class,DO-13645,United States,Lawrence,Massachusetts,1841,East
CA-2016-143714,2016-05-23,2016-05-27,Standard Class,CC-12370,United States,Philadelphia,Pennsylvania,19120,East
CA-2014-165764,2014-11-03,2014-11-07,Standard Class,SH-20395,United States,Jacksonville,North Carolina,28540,South
CA-2015-121405,2015-03-30,2015-04-04,Standard Class,FC-14335,United States,Chicago,Illinois,60610,Central
US-2017-116897,2017-05-27,2017-05-29,First Class,JG-15160,United States,Pocatello,Idaho,83201,West
US-2017-113992,2017-12-14,2017-12-19,Standard Class,LC-16885,United States,Plano,Texas,75023,Central
CA-2014-166891,2014-10-04,2014-10-06,First Class,CC-12220,United States,New York City,New York,10024,East
CA-2016-101161,2016-10-13,2016-10-20,Standard Class,BW-11110,United States,New York City,New York,10024,East
CA-2015-151785,2015-03-05,2015-03-10,Standard Class,JJ-15445,United States,Chicago,Illinois,60623,Central
US-2017-119816,2017-03-04,2017-03-06,Second Class,TT-21460,United States,Houston,Texas,77095,Central
CA-2015-156510,2015-09-25,2015-09-29,Standard Class,EH-13990,United States,Meriden,Connecticut,6450,East
US-2015-110261,2015-12-19,2015-12-23,Second Class,PR-18880,United States,Glenview,Illinois,60025,Central
CA-2015-125710,2015-10-08,2015-10-13,Standard Class,BT-11680,United States,Houston,Texas,77036,Central
CA-2017-161102,2017-07-31,2017-08-03,First Class,EC-14050,United States,San Francisco,California,94110,West
CA-2014-110065,2014-08-05,2014-08-11,Standard Class,SP-20650,United States,New York City,New York,10009,East
US-2017-133361,2017-05-14,2017-05-17,First Class,AJ-10780,United States,Baltimore,Maryland,21215,East
US-2016-155404,2016-09-22,2016-09-28,Standard Class,AS-10630,United States,Louisville,Kentucky,40214,South
CA-2015-114503,2015-11-13,2015-11-17,Standard Class,AA-10375,United States,Lebanon,Tennessee,37087,South
CA-2017-153080,2017-05-22,2017-05-25,Second Class,EH-13945,United States,Los Angeles,California,90008,West
CA-2016-163804,2016-12-02,2016-12-08,Standard Class,DB-13270,United States,Providence,Rhode Island,2908,East
CA-2015-108532,2015-08-29,2015-09-02,Standard Class,CC-12100,United States,Detroit,Michigan,48234,Central
CA-2014-151897,2014-06-06,2014-06-10,Standard Class,VT-21700,United States,Houston,Texas,77070,Central
CA-2016-113292,2016-03-18,2016-03-20,Second Class,DB-13060,United States,Columbia,Tennessee,38401,South
CA-2014-149524,2014-01-14,2014-01-15,First Class,BS-11590,United States,Philadelphia,Pennsylvania,19140,East
CA-2017-140872,2017-06-03,2017-06-10,Standard Class,NR-18550,United States,Pembroke Pines,Florida,33024,South
CA-2017-113908,2017-06-03,2017-06-09,Standard Class,KN-16390,United States,New York City,New York,10011,East
CA-2015-120621,2015-03-21,2015-03-26,Standard Class,JW-16075,United States,Jacksonville,North Carolina,28540,South
US-2017-148866,2017-09-19,2017-09-24,Standard Class,JM-15535,United States,New York City,New York,10011,East
CA-2014-149594,2014-09-15,2014-09-19,Standard Class,MF-18250,United States,Philadelphia,Pennsylvania,19120,East
CA-2016-113845,2016-11-20,2016-11-25,Standard Class,FA-14230,United States,Orlando,Florida,32839,South
CA-2017-111262,2017-10-28,2017-11-01,Second Class,KH-16510,United States,Houston,Texas,77095,Central
CA-2015-103135,2015-07-24,2015-07-28,Standard Class,SS-20515,United States,Louisville,Kentucky,40214,South
CA-2014-129147,2014-11-02,2014-11-06,Standard Class,LC-17050,United States,Medina,Ohio,44256,East
CA-2017-128265,2017-11-17,2017-11-22,Second Class,VW-21775,United States,New York City,New York,10011,East
CA-2016-152331,2016-06-26,2016-06-30,Standard Class,LD-16855,United States,Chicago,Illinois,60653,Central
US-2016-128909,2016-10-09,2016-10-11,Second Class,SP-20545,United States,Philadelphia,Pennsylvania,19143,East
CA-2017-102197,2017-12-20,2017-12-26,Standard Class,DK-13150,United States,New York City,New York,10009,East
CA-2017-167640,2017-03-06,2017-03-10,Standard Class,FC-14245,United States,San Francisco,California,94109,West
US-2017-116652,2017-09-15,2017-09-19,Standard Class,RD-19480,United States,San Francisco,California,94122,West
CA-2017-138289,2017-01-16,2017-01-18,Second Class,AR-10540,United States,Jackson,Michigan,49201,Central
CA-2016-129308,2016-07-07,2016-07-13,Standard Class,CC-12100,United States,Philadelphia,Pennsylvania,19120,East
CA-2016-157791,2016-12-23,2016-12-28,Second Class,CA-11965,United States,Warwick,Rhode Island,2886,East
CA-2014-146864,2014-12-22,2014-12-26,Standard Class,BT-11530,United States,New York City,New York,10024,East
CA-2014-103744,2014-02-23,2014-02-27,Standard Class,MG-17875,United States,El Paso,Texas,79907,Central
US-2017-107384,2017-12-04,2017-12-08,Standard Class,TP-21130,United States,Rochester,Minnesota,55901,Central
CA-2014-128209,2014-11-17,2014-11-22,Standard Class,GT-14710,United States,Buffalo,New York,14215,East
CA-2014-169684,2014-10-20,2014-10-23,First Class,FH-14365,United States,Knoxville,Tennessee,37918,South
CA-2015-109862,2015-10-25,2015-10-30,Standard Class,HK-14890,United States,Newark,Delaware,19711,East
US-2017-107888,2017-11-16,2017-11-19,First Class,CC-12220,United States,Seattle,Washington,98103,West
US-2017-154872,2017-05-14,2017-05-18,Standard Class,DP-13000,United States,Cleveland,Ohio,44105,East
CA-2014-113880,2014-03-01,2014-03-05,Standard Class,VF-21715,United States,Elmhurst,Illinois,60126,Central
US-2015-164966,2015-07-30,2015-08-01,First Class,GH-14410,United States,Lakeville,Minnesota,55044,Central
CA-2015-126739,2015-11-01,2015-11-03,Second Class,JH-16180,United States,New York City,New York,10035,East
CA-2017-161578,2017-12-16,2017-12-21,Second Class,RB-19465,United States,Los Angeles,California,90036,West
CA-2014-137092,2014-10-20,2014-10-22,Second Class,LS-16975,United States,Chicago,Illinois,60653,Central
CA-2015-166947,2015-06-05,2015-06-10,Standard Class,EB-13750,United States,Buffalo,New York,14215,East
CA-2016-160941,2016-07-21,2016-07-26,Standard Class,DK-12835,United States,Roseville,California,95661,West
CA-2017-144680,2017-03-31,2017-04-02,First Class,SC-20260,United States,Arlington,Texas,76017,Central
CA-2014-166086,2014-05-07,2014-05-12,Standard Class,CT-11995,United States,Lawrence,Massachusetts,1841,East
CA-2017-131282,2017-02-05,2017-02-08,Second Class,CB-12025,United States,Waco,Texas,76706,Central
CA-2014-100678,2014-04-18,2014-04-22,Standard Class,KM-16720,United States,Houston,Texas,77095,Central
CA-2016-161543,2016-05-10,2016-05-16,Standard Class,RD-19720,United States,Seattle,Washington,98105,West
CA-2016-160535,2016-11-25,2016-11-30,Standard Class,BP-11050,United States,Plainfield,New Jersey,7060,East
CA-2017-123085,2017-03-03,2017-03-08,Standard Class,EJ-13720,United States,Los Angeles,California,90008,West
CA-2015-153752,2015-12-06,2015-12-11,Second Class,RO-19780,United States,Arlington,Virginia,22204,South
CA-2014-103660,2014-08-25,2014-08-30,Standard Class,MW-18220,United States,Seattle,Washington,98103,West
CA-2016-169887,2016-10-22,2016-10-22,Same Day,MS-17530,United States,Seattle,Washington,98105,West
CA-2016-148516,2016-08-07,2016-08-11,Standard Class,DW-13585,United States,Edmonds,Washington,98026,West
CA-2017-104731,2017-07-21,2017-07-27,Standard Class,AM-10705,United States,Salem,Virginia,24153,South
CA-2014-164749,2014-03-23,2014-03-26,First Class,BG-11740,United States,Delray Beach,Florida,33445,South
CA-2015-103716,2015-04-30,2015-05-06,Standard Class,KB-16585,United States,San Francisco,California,94110,West
CA-2016-126795,2016-06-13,2016-06-16,Second Class,GT-14710,United States,New York City,New York,10024,East
CA-2015-146290,2015-05-04,2015-05-11,Standard Class,SV-20815,United States,Indianapolis,Indiana,46203,Central
CA-2017-157112,2017-04-23,2017-04-26,First Class,GG-14650,United States,Columbus,Ohio,43229,East
CA-2014-169257,2014-06-06,2014-06-12,Standard Class,SV-20785,United States,Jacksonville,Florida,32216,South
CA-2014-154095,2014-12-02,2014-12-07,Standard Class,ON-18715,United States,Clinton,Maryland,20735,East
CA-2017-146346,2017-06-17,2017-06-20,First Class,RA-19945,United States,Commerce City,Colorado,80022,West
CA-2016-148852,2016-05-26,2016-05-31,Standard Class,SV-20785,United States,Santa Ana,California,92704,West
US-2015-118906,2015-03-10,2015-03-10,Same Day,KB-16585,United States,Clinton,Maryland,20735,East
CA-2016-168921,2016-10-20,2016-10-22,First Class,AG-10495,United States,Los Angeles,California,90049,West
CA-2015-107678,2015-04-21,2015-04-28,Standard Class,JK-16090,United States,Louisville,Kentucky,40214,South
CA-2016-123512,2016-06-17,2016-06-19,First Class,MV-18190,United States,Los Angeles,California,90045,West
US-2017-167402,2017-01-13,2017-01-18,Second Class,CP-12085,United States,Springfield,Missouri,65807,Central
CA-2014-130449,2014-09-06,2014-09-09,First Class,VP-21760,United States,San Francisco,California,94109,West
